区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
外用薬,2646726M1ZZZ,【般】デキサメタゾンプロピオン酸エステル軟膏０．１％,デキサメタゾンプロピオン酸エステル,０．１％１ｇ,"加算1,2",,11,,,,
外用薬,2646726N1ZZZ,【般】デキサメタゾンプロピオン酸エステルクリーム０．１％,デキサメタゾンプロピオン酸エステル,０．１％１ｇ,"加算1,2",,11,,,,
外用薬,2646726Q1ZZZ,【般】デキサメタゾンプロピオン酸エステル外用液０．１％,デキサメタゾンプロピオン酸エステル,０．１％１ｇ,"加算1,2",,11,,,,
外用薬,2646727M1ZZZ,【般】アルクロメタゾンプロピオン酸エステル軟膏０．１％,アルクロメタゾンプロピオン酸エステル,０．１％１ｇ,"加算1,2",,15.3,,,,
外用薬,2646729M1ZZZ,【般】デプロドンプロピオン酸エステル軟膏０．３％,デプロドンプロピオン酸エステル,０．３％１ｇ,"加算1,2",,9.9,,,,
外用薬,2646729N1ZZZ,【般】デプロドンプロピオン酸エステルクリーム０．３％,デプロドンプロピオン酸エステル,０．３％１ｇ,"加算1,2",,10,,,,
外用薬,2646730M1ZZZ,【般】ベタメタゾン酪酸プロピオン酸エステル軟膏０．０５％,ベタメタゾン酪酸エステルプロピオン酸エステル,０．０５％１ｇ,"加算1,2",,12,,,,
外用薬,2646730N1ZZZ,【般】ベタメタゾン酪酸プロピオン酸エステルクリーム０．０５％,ベタメタゾン酪酸エステルプロピオン酸エステル,０．０５％１ｇ,"加算1,2",,12,,,,
外用薬,2646730Q1ZZZ,【般】ベタメタゾン酪酸プロピオン酸エステル外用液０．０５％,ベタメタゾン酪酸エステルプロピオン酸エステル,０．０５％１ｇ,"加算1,2",,12,,,,
外用薬,2646731M1ZZZ,【般】モメタゾンフランカルボン酸エステル軟膏０．１％,モメタゾンフランカルボン酸エステル,０．１％１ｇ,"加算1,2",,15.1,,,,
外用薬,2646731N1ZZZ,【般】モメタゾンフランカルボン酸エステルクリーム０．１％,モメタゾンフランカルボン酸エステル,０．１％１ｇ,"加算1,2",,15.1,,,,
外用薬,2646731Q1ZZZ,【般】モメタゾンフランカルボン酸エステル外用液０．１％,モメタゾンフランカルボン酸エステル,０．１％１ｇ,"加算1,2",,15.1,,,,
外用薬,2649701Q1ZZZ,【般】水酸化カルシウム外用液,水酸化カルシウム,１０ｍＬ,加算1,,7.3,,,,
外用薬,2649706M1ZZZ,【般】酸化亜鉛・豚脂・硬化油・サラシミツロウ配合軟膏,酸化亜鉛・豚脂,１０ｇ,加算1,,33.3,該当する後発品の経過措置期限が令和2年3月31日であることから、同年4月1日以降は一般名処方マスタから削除される予定,,,
外用薬,2649710M1ZZZ,【般】亜鉛華単軟膏２０％,亜鉛華,１０ｇ,加算1,,27.1,,,,
外用薬,2649710M2ZZZ,【般】亜鉛華単軟膏１０％,亜鉛華,１０ｇ,加算1,,20.6,,,,
外用薬,2649710S1ZZZ,【般】亜鉛華軟膏貼付剤２０％,亜鉛華,５ｇ,加算1,,12.3,,,,
外用薬,2649711Q1ZZZ,【般】カンタリスチンキ外用液,カンタリスチンキ,１ｍＬ,加算1,,12.5,,,,
外用薬,2649718M1ZZZ,【般】アルクロキサ軟膏２％,アルクロキサ,２％１ｇ,加算1,,8,,,,
外用薬,2649719M1ZZZ,【般】インドメタシン軟膏１％,インドメタシン,１％１ｇ,"加算1,2",,2.4,,,,
外用薬,2649719N1ZZZ,【般】インドメタシンクリーム１％,インドメタシン,１％１ｇ,"加算1,2",,2.4,,,,
外用薬,2649719Q2ZZZ,【般】インドメタシン外用液１％,インドメタシン,１％１ｍＬ,"加算1,2",,2.4,,,,
外用薬,2649719SAZZZ,【般】インドメタシンパップ７０ｍｇ（１０×１４ｃｍ非温感）,インドメタシン,１０ｃｍ×１４ｃｍ１枚,加算1,例外コード,11.4,,2649719S1231,インテナシンパップ７０ｍｇ,
外用薬,2649719SAZZZ,【般】インドメタシンパップ７０ｍｇ（１０×１４ｃｍ非温感）,インドメタシン,１０ｃｍ×１４ｃｍ１枚,加算1,例外コード,11.4,,2649719S1258,インドメタシンパップ７０ｍｇ「日医工」,
外用薬,2649719SAZZZ,【般】インドメタシンパップ７０ｍｇ（１０×１４ｃｍ非温感）,インドメタシン,１０ｃｍ×１４ｃｍ１枚,加算1,例外コード,11.4,,2649719S1304,インドメタシンパップ７０ｍｇ「ＹＤ」,
外用薬,2649719SAZZZ,【般】インドメタシンパップ７０ｍｇ（１０×１４ｃｍ非温感）,インドメタシン,１０ｃｍ×１４ｃｍ１枚,加算1,例外コード,11.4,,2649719S1339,インドメタシンパップ７０ｍｇ「三友」,
外用薬,2649719SAZZZ,【般】インドメタシンパップ７０ｍｇ（１０×１４ｃｍ非温感）,インドメタシン,１０ｃｍ×１４ｃｍ１枚,加算1,例外コード,11.4,,2649719S1355,インドメタシンパップ７０ｍｇ「ＢＭＤ」,
外用薬,2649719SBZZZ,【般】インドメタシンテープ７０ｍｇ（１０×１４ｃｍ非温感）,インドメタシン,１０ｃｍ×１４ｃｍ１枚,加算1,例外コード,17.1,,2649719S1274,セラスターテープ７０,
外用薬,2649726M1ZZZ,【般】ベンダザック軟膏３％,ベンダザック,３％１ｇ,"加算1,2",,8.2,,,,
外用薬,2649729S2ZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,ケトプロフェン,７ｃｍ×１０ｃｍ１枚,"加算1,2",,12.3,,,,
外用薬,2649729S3ZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",,17.1,,,,
外用薬,2649729S4ZZZ,【般】ケトプロフェンパップ６０ｍｇ（２０×１４ｃｍ非温感）,ケトプロフェン,２０ｃｍ×１４ｃｍ１枚,"加算1,2",,17.5,,,,
外用薬,2649729S5ZZZ,【般】ケトプロフェンパップ１２０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",,17.1,,,,
外用薬,2649729SAZZZ,【般】ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,9.5,,2649729S1146,パッペンＫパップ３０ｍｇ,
外用薬,2649729SAZZZ,【般】ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,9.5,,2649729S1154,モーラスパップ３０ｍｇ,
外用薬,2649729SAZZZ,【般】ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,9.5,,2649729S1162,ケトプロフェンパップ３０ｍｇ「ラクール」,
外用薬,2649729SAZZZ,【般】ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,9.5,,2649729S1189,ミルタックスパップ３０ｍｇ,
外用薬,2649729SAZZZ,【般】ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,9.5,,2649729S1197,ケトプロフェンパップ３０ｍｇ「日医工」,
外用薬,2649729SAZZZ,【般】ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,ケトプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,9.5,,2649729S1227,ケトプロフェンパップ３０ｍｇ「三和」,
外用薬,2649731M1ZZZ,【般】フェルビナク軟膏３％,フェルビナク,３％１ｇ,"加算1,2",,6.6,,,,
外用薬,2649731Q1ZZZ,【般】フェルビナク外用液３％,フェルビナク,３％１ｍＬ,"加算1,2",,3.4,,,,
外用薬,2649731R1ZZZ,【般】フェルビナクスプレー３％,フェルビナク,３％１ｍＬ,加算1,,6.5,,,,
外用薬,2649731S3ZZZ,【般】フェルビナクパップ１４０ｍｇ（２０×１４ｃｍ非温感）,フェルビナク,２０ｃｍ×１４ｃｍ１枚,"加算1,2",,20.7,,,,
外用薬,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1143,セルタッチパップ７０,
外用薬,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1216,セルスポットパップ７０ｍｇ,
外用薬,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1259,フェルビナクパップ７０ｍｇ「ＮＰ」,
外用薬,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1267,フェルビナクパップ７０ｍｇ「ラクール」,
外用薬,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1275,フェルビナクパップ７０ｍｇ「東光」,
外用薬,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1283,フェルビナクパップ７０ｍｇ「サワイ」,
外用薬,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1291,フェルビナクパップ７０ｍｇ「ユートク」,
外用薬,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1127,フレックステープ７０ｍｇ,
外用薬,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1151,ファルジーテープ７０ｍｇ,
外用薬,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1178,フェルビナクテープ７０ｍｇ「ＥＭＥＣ」,
外用薬,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1194,スミルテープ７０ｍｇ,
外用薬,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,14,,2649731S1232,セルタッチテープ７０,
外用薬,2649731SCZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ温感）,フェルビナク,１０ｃｍ×１４ｃｍ１枚,加算1,例外コード,14,,2649731S1224,フェルナビオンパップ７０,
外用薬,2649731SEZZZ,【般】フェルビナクテープ３５ｍｇ（７×１０ｃｍ非温感）,フェルビナク,７ｃｍ×１０ｃｍ１枚,加算1,例外コード,9.9,,2649731S2034,スミルテープ３５ｍｇ,
外用薬,2649731SEZZZ,【般】フェルビナクテープ３５ｍｇ（７×１０ｃｍ非温感）,フェルビナク,７ｃｍ×１０ｃｍ１枚,加算1,例外コード,9.9,,2649731S2050,ファルジーテープ３５ｍｇ,
外用薬,2649732SAZZZ,【般】フルルビプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,8.1,,2649732S3043,ゼポラステープ２０ｍｇ,
外用薬,2649732SAZZZ,【般】フルルビプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,8.1,,2649732S3051,ヤクバンテープ２０ｍｇ,
外用薬,2649732SAZZZ,【般】フルルビプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,8.1,,2649732S3060,フループテープ２０,
外用薬,2649732SAZZZ,【般】フルルビプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,フルルビプロフェン,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,8.1,,2649732S3078,フルルビプロフェンテープ２０ｍｇ「ユートク」,
外用薬,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,13.1,,2649732S1172,フループテープ４０,
外用薬,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,13.1,,2649732S2047,ゼポラステープ４０ｍｇ,
外用薬,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,13.1,,2649732S2055,ヤクバンテープ４０ｍｇ,
外用薬,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,フルルビプロフェン,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,13.1,,2649732S2063,フルルビプロフェンテープ４０ｍｇ「ユートク」,
外用薬,2649734N1ZZZ,【般】ジクロフェナクＮａクリーム１％,ジクロフェナクナトリウム,１％１ｇ,加算1,,4.5,,,,
外用薬,2649734Q1ZZZ,【般】ジクロフェナクＮａゲル１％,ジクロフェナクナトリウム,１％１ｇ,"加算1,2",,4.5,,,,
外用薬,2649734Q2ZZZ,【般】ジクロフェナクＮａ外用液１％,ジクロフェナクナトリウム,１％１ｇ,"加算1,2",,4.5,,,,
外用薬,2649734S1ZZZ,【般】ジクロフェナクＮａテープ１５ｍｇ（７×１０ｃｍ非温感）,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,"加算1,2",,11.1,,,,
外用薬,2649734S2ZZZ,【般】ジクロフェナクＮａテープ３０ｍｇ（１０×１４ｃｍ非温感）,ジクロフェナクナトリウム,１０ｃｍ×１４ｃｍ１枚,"加算1,2",,12.4,,,,
外用薬,2649734S3ZZZ,【般】ジクロフェナクＮａパップ７０ｍｇ（７×１０ｃｍ非温感）,ジクロフェナクナトリウム,７ｃｍ×１０ｃｍ１枚,"加算1,2",,11.1,,,,
外用薬,2649734S4ZZZ,【般】ジクロフェナクＮａパップ１４０ｍｇ（１０×１４ｃｍ非温感）,ジクロフェナクナトリウム,１０ｃｍ×１４ｃｍ１枚,"加算1,2",,17.1,,,,
外用薬,2649734S5ZZZ,【般】ジクロフェナクＮａパップ２８０ｍｇ（２０×１４ｃｍ非温感）,ジクロフェナクナトリウム,２０ｃｍ×１４ｃｍ１枚,加算1,,31.2,,,,
外用薬,2649735Q1ZZZ,【般】ロキソプロフェンＮａゲル１％,ロキソプロフェンナトリウム水和物,１％１ｇ,"加算1,2",,3.1,,,,
外用薬,2649735R1ZZZ,【般】ロキソプロフェンＮａスプレー１％,ロキソプロフェンナトリウム水和物,１％１ｇ,加算1,,6.6,,,,
外用薬,2649735S1ZZZ,【般】ロキソプロフェンＮａパップ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",,17.1,,,,
外用薬,2649735S4ZZZ,【般】ロキソプロフェンＮａパップ２００ｍｇ（２０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,２０ｃｍ×１４ｃｍ１枚,加算1,,37.3,,,,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2024,ロキソニンテープ５０ｍｇ,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2032,ロキソプロフェンＮａテープ５０ｍｇ「ＤＫ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2040,ロキソプロフェンＮａテープ５０ｍｇ「ＥＥ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2059,ロキソプロフェンＮａテープ５０ｍｇ「ＦＦＰ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2067,ロキソプロフェンＮａテープ５０ｍｇ「ＪＧ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2083,ロキソプロフェンＮａテープ５０ｍｇ「ＮＰ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2091,ロキソプロフェンＮａテープ５０ｍｇ「ＳＮ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2113,ロキソプロフェンＮａテープ５０ｍｇ「ＹＤ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2121,ロキソプロフェンＮａテープ５０ｍｇ「アメル」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2130,ロキソプロフェンＮａテープ５０ｍｇ「科研」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2148,ロキソプロフェンＮａテープ５０ｍｇ「杏林」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2156,ロキソプロフェンＮａテープ５０ｍｇ「三和」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2164,ロキソプロフェンＮａテープ５０ｍｇ「タカタ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2172,ロキソプロフェンＮａテープ５０ｍｇ「トーワ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2180,ロキソプロフェンＮａテープ５０ｍｇ「日本臓器」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2199,ロキソプロフェンＮａテープ５０ｍｇ「三笠」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2202,ロキソプロフェンＮａテープ５０ｍｇ「ユートク」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2210,ロキソプロフェンＮａテープ５０ｍｇ「ラクール」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2229,ロキソプロフェンナトリウムテープ５０ｍｇ「ケミファ」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2245,ロキソプロフェンナトリウムテープ５０ｍｇ「日医工」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2253,ロキソプロフェンナトリウムテープ５０ｍｇ「ファイザー」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2270,ロキソプロフェンＮａテープ５０ｍｇ「久光」,
外用薬,2649735SAZZZ,【般】ロキソプロフェンＮａテープ５０ｍｇ（７×１０ｃｍ非温感）,ロキソプロフェンナトリウム水和物,７ｃｍ×１０ｃｍ１枚,"加算1,2",例外コード,12.3,,2649735S2288,ロキソプロフェンＮａテープ５０ｍｇ「ＱＱ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3020,ロキソニンテープ１００ｍｇ,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3039,ロキソプロフェンＮａテープ１００ｍｇ「ＤＫ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3047,ロキソプロフェンＮａテープ１００ｍｇ「ＥＥ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3055,ロキソプロフェンＮａテープ１００ｍｇ「ＦＦＰ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3063,ロキソプロフェンＮａテープ１００ｍｇ「ＪＧ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3080,ロキソプロフェンＮａテープ１００ｍｇ「ＮＰ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3098,ロキソプロフェンＮａテープ１００ｍｇ「ＳＮ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3110,ロキソプロフェンＮａテープ１００ｍｇ「ＹＤ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3128,ロキソプロフェンＮａテープ１００ｍｇ「アメル」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3136,ロキソプロフェンＮａテープ１００ｍｇ「科研」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3144,ロキソプロフェンＮａテープ１００ｍｇ「杏林」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3152,ロキソプロフェンＮａテープ１００ｍｇ「三和」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3160,ロキソプロフェンＮａテープ１００ｍｇ「タカタ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3179,ロキソプロフェンＮａテープ１００ｍｇ「トーワ」,
外用薬,2649735SBZZZ,【般】ロキソプロフェンＮａテープ１００ｍｇ（１０×１４ｃｍ非温）,ロキソプロフェンナトリウム水和物,１０ｃｍ×１４ｃｍ１枚,"加算1,2",例外コード,17.1,,2649735S3187,ロキソプロフェンＮａテープ１００ｍｇ「日本臓器」,
