区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
内用薬,2119003D1ZZZ,【般】ユビデカレノン顆粒１％,ユビデカレノン,１％１ｇ,"加算1,2",,6.4,,,,
内用薬,2119003F1ZZZ,【般】ユビデカレノン錠５ｍｇ,ユビデカレノン,５ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2119003F2ZZZ,【般】ユビデカレノン錠１０ｍｇ,ユビデカレノン,１０ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2119003M1ZZZ,【般】ユビデカレノンカプセル５ｍｇ,ユビデカレノン,５ｍｇ１カプセル,加算1,,5.9,,,,
内用薬,2119003M2ZZZ,【般】ユビデカレノンカプセル１０ｍｇ,ユビデカレノン,１０ｍｇ１カプセル,加算1,,5.9,,,,
内用薬,2119004F1ZZZ,【般】デノパミン錠５ｍｇ,デノパミン,５ｍｇ１錠,"加算1,2",,13.6,,,,
内用薬,2119004F2ZZZ,【般】デノパミン錠１０ｍｇ,デノパミン,１０ｍｇ１錠,"加算1,2",,22.8,,,,
内用薬,2119006F1ZZZ,【般】ピモベンダン錠１．２５ｍｇ,ピモベンダン,１．２５ｍｇ１錠,加算1,,54.7,,,,
内用薬,2119006F2ZZZ,【般】ピモベンダン錠２．５ｍｇ,ピモベンダン,２．５ｍｇ１錠,加算1,,98.4,,,,
内用薬,2119006F3ZZZ,【般】ピモベンダン錠０．６２５ｍｇ,ピモベンダン,０．６２５ｍｇ１錠,加算1,,32.2,,,,
内用薬,2119006M1ZZZ,【般】ピモベンダンカプセル１．２５ｍｇ,ピモベンダン,１．２５ｍｇ１カプセル,"加算1,2",,54.7,,,,
内用薬,2119006M2ZZZ,【般】ピモベンダンカプセル２．５ｍｇ,ピモベンダン,２．５ｍｇ１カプセル,"加算1,2",,98.4,,,,
内用薬,2123005F1ZZZ,【般】カルテオロール塩酸塩錠５ｍｇ,カルテオロール塩酸塩,５ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2123008F1ZZZ,【般】プロプラノロール塩酸塩錠１０ｍｇ,プロプラノロール塩酸塩,１０ｍｇ１錠,"加算1,2",,6.4,,,,
内用薬,2123009F3ZZZ,【般】ピンドロール錠５ｍｇ,ピンドロール,５ｍｇ１錠,"加算1,2",,5.7,,,,
内用薬,2123011F1ZZZ,【般】アテノロール錠２５ｍｇ,アテノロール,２５ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2123011F2ZZZ,【般】アテノロール錠５０ｍｇ,アテノロール,５０ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2123014F1ZZZ,【般】アロチノロール塩酸塩錠５ｍｇ,アロチノロール塩酸塩,５ｍｇ１錠,"加算1,2",,6.3,,,,
内用薬,2123014F2ZZZ,【般】アロチノロール塩酸塩錠１０ｍｇ,アロチノロール塩酸塩,１０ｍｇ１錠,"加算1,2",,9.5,,,,
内用薬,2123016F1ZZZ,【般】ビソプロロールフマル酸塩錠２．５ｍｇ,ビソプロロールフマル酸塩,２．５ｍｇ１錠,"加算1,2",,10.2,,,,
内用薬,2123016F2ZZZ,【般】ビソプロロールフマル酸塩錠５ｍｇ,ビソプロロールフマル酸塩,５ｍｇ１錠,"加算1,2",,12.6,,,,
内用薬,2123016F3ZZZ,【般】ビソプロロールフマル酸塩錠０．６２５ｍｇ,ビソプロロールフマル酸塩,０．６２５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2129002M1ZZZ,【般】ジソピラミドカプセル５０ｍｇ,ジソピラミド,５０ｍｇ１カプセル,"加算1,2",,6.7,,,,
内用薬,2129002M2ZZZ,【般】ジソピラミドカプセル１００ｍｇ,ジソピラミド,１００ｍｇ１カプセル,"加算1,2",,7.2,,,,
内用薬,2129003F1ZZZ,【般】メキシレチン塩酸塩錠５０ｍｇ,メキシレチン塩酸塩,５０ｍｇ１錠,加算1,,5.9,,,,
内用薬,2129003F2ZZZ,【般】メキシレチン塩酸塩錠１００ｍｇ,メキシレチン塩酸塩,１００ｍｇ１錠,加算1,,8.6,,,,
内用薬,2129003M1ZZZ,【般】メキシレチン塩酸塩カプセル５０ｍｇ,メキシレチン塩酸塩,５０ｍｇ１カプセル,"加算1,2",,5.9,,,,
内用薬,2129003M2ZZZ,【般】メキシレチン塩酸塩カプセル１００ｍｇ,メキシレチン塩酸塩,１００ｍｇ１カプセル,"加算1,2",,8.6,,,,
内用薬,2129004M1ZZZ,【般】アプリンジン塩酸塩カプセル１０ｍｇ,アプリンジン塩酸塩,１０ｍｇ１カプセル,"加算1,2",,16.7,,,,
内用薬,2129004M2ZZZ,【般】アプリンジン塩酸塩カプセル２０ｍｇ,アプリンジン塩酸塩,２０ｍｇ１カプセル,"加算1,2",,26,,,,
内用薬,2129005F1ZZZ,【般】ジソピラミドリン酸塩徐放錠１５０ｍｇ,リン酸ジソピラミド,１５０ｍｇ１錠,"加算1,2",,14.6,,,,
内用薬,2129006F1ZZZ,【般】プロパフェノン塩酸塩錠１５０ｍｇ,プロパフェノン塩酸塩,１５０ｍｇ１錠,"加算1,2",,19.1,,,,
内用薬,2129006F2ZZZ,【般】プロパフェノン塩酸塩錠１００ｍｇ,プロパフェノン塩酸塩,１００ｍｇ１錠,"加算1,2",,16.1,,,,
内用薬,2129007F1ZZZ,【般】シベンゾリンコハク酸塩錠５０ｍｇ,シベンゾリンコハク酸塩,５０ｍｇ１錠,"加算1,2",,15.9,,,,
内用薬,2129007F2ZZZ,【般】シベンゾリンコハク酸塩錠１００ｍｇ,シベンゾリンコハク酸塩,１００ｍｇ１錠,"加算1,2",,26.3,,,,
内用薬,2129008M1ZZZ,【般】ピルシカイニド塩酸塩カプセル２５ｍｇ,ピルシカイニド塩酸塩水和物,２５ｍｇ１カプセル,"加算1,2",,18.6,,,,
内用薬,2129008M2ZZZ,【般】ピルシカイニド塩酸塩カプセル５０ｍｇ,ピルシカイニド塩酸塩水和物,５０ｍｇ１カプセル,"加算1,2",,31.4,,,,
内用薬,2129009F1ZZZ,【般】フレカイニド酢酸塩錠５０ｍｇ,フレカイニド酢酸塩,５０ｍｇ１錠,"加算1,2",,31.4,,,,
内用薬,2129009F2ZZZ,【般】フレカイニド酢酸塩錠１００ｍｇ,フレカイニド酢酸塩,１００ｍｇ１錠,"加算1,2",,53.8,,,,
内用薬,2129010F1ZZZ,【般】アミオダロン塩酸塩錠１００ｍｇ,アミオダロン塩酸塩,１００ｍｇ１錠,"加算1,2",,127.4,,,,
内用薬,2129010F3ZZZ,【般】アミオダロン塩酸塩錠５０ｍｇ,アミオダロン塩酸塩,５０ｍｇ１錠,加算1,,75.3,,,,
内用薬,2132003F1ZZZ,【般】トリクロルメチアジド錠２ｍｇ,トリクロルメチアジド,２ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,2132003F3ZZZ,【般】トリクロルメチアジド錠１ｍｇ,トリクロルメチアジド,１ｍｇ１錠,"加算1,2",,6.2,,,,
内用薬,2132004F1ZZZ,【般】ヒドロクロロチアジド錠２５ｍｇ,ヒドロクロロチアジド,２５ｍｇ１錠,加算1,,5.7,,,,
内用薬,2132004F2ZZZ,【般】ヒドロクロロチアジド錠１２．５ｍｇ,ヒドロクロロチアジド,１２．５ｍｇ１錠,加算1,,5.7,,,,
内用薬,2132004F3ZZZ,【般】ヒドロクロロチアジド口腔内崩壊錠１２．５ｍｇ,ヒドロクロロチアジド,１２．５ｍｇ１錠,加算1,,5.7,,,,
内用薬,2133001F1ZZZ,【般】スピロノラクトン錠２５ｍｇ,スピロノラクトン,２５ｍｇ１錠,"加算1,2",,5.7,,,,
内用薬,2133001F2ZZZ,【般】スピロノラクトン錠５０ｍｇ,スピロノラクトン,５０ｍｇ１錠,"加算1,2",,6.4,,,,
内用薬,2135001F1ZZZ,【般】メフルシド錠２５ｍｇ,メフルシド,２５ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,2139001S1ZZZ,【般】イソソルビド経口液７０％１ｍＬ,イソソルビド,７０％１ｍＬ,"加算1,2",,4.1,,,,
内用薬,2139001S5ZZZ,【般】イソソルビド経口液７０％４０ｍＬ,イソソルビド,７０％４０ｍＬ１包,加算1,,185.7,,,,
内用薬,2139005C1ZZZ,【般】フロセミド細粒４％,フロセミド,４％１ｇ,"加算1,2",,6.5,該当する先発品の経過措置期限が令和2年3月31日であることから、同年4月1日以降は一般名処方加算対象が１のみとなる予定,,,
内用薬,2139005F1ZZZ,【般】フロセミド錠２０ｍｇ,フロセミド,２０ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,2139005F2ZZZ,【般】フロセミド錠４０ｍｇ,フロセミド,４０ｍｇ１錠,"加算1,2",,6.4,,,,
内用薬,2139005F3ZZZ,【般】フロセミド錠１０ｍｇ,フロセミド,１０ｍｇ１錠,"加算1,2",,6.1,,,,
内用薬,2139008F1ZZZ,【般】アゾセミド錠６０ｍｇ,アゾセミド,６０ｍｇ１錠,"加算1,2",,15.8,,,,
内用薬,2139008F2ZZZ,【般】アゾセミド錠３０ｍｇ,アゾセミド,３０ｍｇ１錠,"加算1,2",,10.2,,,,
内用薬,2139009F1ZZZ,【般】トラセミド錠４ｍｇ,トラセミド,４ｍｇ１錠,"加算1,2",,9.8,,,,
内用薬,2139009F2ZZZ,【般】トラセミド錠８ｍｇ,トラセミド,８ｍｇ１錠,"加算1,2",,15.5,,,,
内用薬,2139009F3ZZZ,【般】トラセミド口腔内崩壊錠４ｍｇ,トラセミド,４ｍｇ１錠,加算1,,9.8,,,,
内用薬,2139009F4ZZZ,【般】トラセミド口腔内崩壊錠８ｍｇ,トラセミド,８ｍｇ１錠,加算1,,15.5,,,,
内用薬,2144001C1ZZZ,【般】カプトプリル細粒５％,カプトプリル,５％１ｇ,"加算1,2",,13.9,,,,
内用薬,2144001F1ZZZ,【般】カプトプリル錠１２．５ｍｇ,カプトプリル,１２．５ｍｇ１錠,"加算1,2",,5.7,,,,
内用薬,2144001F2ZZZ,【般】カプトプリル錠２５ｍｇ,カプトプリル,２５ｍｇ１錠,"加算1,2",,5.9,,,,
内用薬,2144002C1ZZZ,【般】エナラプリルマレイン酸塩細粒１％,エナラプリルマレイン酸塩,１％１ｇ,加算1,,71.3,,,,
内用薬,2144002F1ZZZ,【般】エナラプリルマレイン酸塩錠２．５ｍｇ,エナラプリルマレイン酸塩,２．５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2144002F2ZZZ,【般】エナラプリルマレイン酸塩錠５ｍｇ,エナラプリルマレイン酸塩,５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2144002F3ZZZ,【般】エナラプリルマレイン酸塩錠１０ｍｇ,エナラプリルマレイン酸塩,１０ｍｇ１錠,"加算1,2",,13.2,,,,
内用薬,2144003F1ZZZ,【般】アラセプリル錠１２．５ｍｇ,アラセプリル,１２．５ｍｇ１錠,"加算1,2",,9.1,,,,
内用薬,2144003F2ZZZ,【般】アラセプリル錠２５ｍｇ,アラセプリル,２５ｍｇ１錠,"加算1,2",,9.8,,,,
内用薬,2144003F3ZZZ,【般】アラセプリル錠５０ｍｇ,アラセプリル,５０ｍｇ１錠,"加算1,2",,9.8,,,,
内用薬,2144005F1ZZZ,【般】シラザプリル錠０．２５ｍｇ,シラザプリル水和物,０．２５ｍｇ１錠,"加算1,2",,13.9,,,,
内用薬,2144005F2ZZZ,【般】シラザプリル錠０．５ｍｇ,シラザプリル水和物,０．５ｍｇ１錠,"加算1,2",,17.5,,,,
内用薬,2144005F3ZZZ,【般】シラザプリル錠１ｍｇ,シラザプリル水和物,１ｍｇ１錠,"加算1,2",,23.9,,,,
内用薬,2144006F1ZZZ,【般】リシノプリル錠５ｍｇ,リシノプリル水和物,５ｍｇ１錠,"加算1,2",,10.2,,,,
内用薬,2144006F2ZZZ,【般】リシノプリル錠１０ｍｇ,リシノプリル水和物,１０ｍｇ１錠,"加算1,2",,10.7,,,,
内用薬,2144006F3ZZZ,【般】リシノプリル錠２０ｍｇ,リシノプリル水和物,２０ｍｇ１錠,"加算1,2",,15.1,,,,
内用薬,2144007F1ZZZ,【般】ベナゼプリル塩酸塩錠２．５ｍｇ,ベナゼプリル塩酸塩,２．５ｍｇ１錠,"加算1,2",,10.6,,,,
内用薬,2144007F2ZZZ,【般】ベナゼプリル塩酸塩錠５ｍｇ,ベナゼプリル塩酸塩,５ｍｇ１錠,"加算1,2",,19.1,,,,
内用薬,2144007F3ZZZ,【般】ベナゼプリル塩酸塩錠１０ｍｇ,ベナゼプリル塩酸塩,１０ｍｇ１錠,"加算1,2",,34.2,,,,
内用薬,2144008F1ZZZ,【般】イミダプリル塩酸塩錠２．５ｍｇ,イミダプリル塩酸塩,２．５ｍｇ１錠,"加算1,2",,12.2,,,,
内用薬,2144008F2ZZZ,【般】イミダプリル塩酸塩錠５ｍｇ,イミダプリル塩酸塩,５ｍｇ１錠,"加算1,2",,22.5,,,,
内用薬,2144008F3ZZZ,【般】イミダプリル塩酸塩錠１０ｍｇ,イミダプリル塩酸塩,１０ｍｇ１錠,"加算1,2",,45,,,,
内用薬,2144009F1ZZZ,【般】テモカプリル塩酸塩錠１ｍｇ,テモカプリル塩酸塩,１ｍｇ１錠,"加算1,2",,12.9,,,,
内用薬,2144009F2ZZZ,【般】テモカプリル塩酸塩錠２ｍｇ,テモカプリル塩酸塩,２ｍｇ１錠,"加算1,2",,25.7,,,,
内用薬,2144009F3ZZZ,【般】テモカプリル塩酸塩錠４ｍｇ,テモカプリル塩酸塩,４ｍｇ１錠,"加算1,2",,51.8,,,,
内用薬,2144011F1ZZZ,【般】トランドラプリル錠０．５ｍｇ,トランドラプリル,０．５ｍｇ１錠,"加算1,2",,13.7,,,,
内用薬,2144011F2ZZZ,【般】トランドラプリル錠１ｍｇ,トランドラプリル,１ｍｇ１錠,"加算1,2",,22.3,,,,
内用薬,2144012F1ZZZ,【般】ペリンドプリルエルブミン錠２ｍｇ,ペリンドプリルエルブミン,２ｍｇ１錠,"加算1,2",,26.5,,,,
内用薬,2144012F2ZZZ,【般】ペリンドプリルエルブミン錠４ｍｇ,ペリンドプリルエルブミン,４ｍｇ１錠,"加算1,2",,46.4,,,,
内用薬,2149009F1ZZZ,【般】ラベタロール塩酸塩錠５０ｍｇ,ラベタロール塩酸塩,５０ｍｇ１錠,"加算1,2",,6.2,,,,
内用薬,2149009F2ZZZ,【般】ラベタロール塩酸塩錠１００ｍｇ,ラベタロール塩酸塩,１００ｍｇ１錠,"加算1,2",,9.8,,,,
内用薬,2149010F1ZZZ,【般】メトプロロール酒石酸塩錠２０ｍｇ,メトプロロール酒石酸塩,２０ｍｇ１錠,"加算1,2",,7.4,,,,
内用薬,2149010F2ZZZ,【般】メトプロロール酒石酸塩錠４０ｍｇ,メトプロロール酒石酸塩,４０ｍｇ１錠,"加算1,2",,7.5,,,,
内用薬,2149011N1ZZZ,【般】ピンドロール徐放カプセル５ｍｇ,ピンドロール,５ｍｇ１カプセル,加算1,,24.7,,,,
内用薬,2149011N2ZZZ,【般】ピンドロール徐放カプセル１５ｍｇ,ピンドロール,１５ｍｇ１カプセル,加算1,,59.5,,,,
内用薬,2149014M1ZZZ,【般】プロプラノロール塩酸塩徐放カプセル６０ｍｇ,プロプラノロール塩酸塩,６０ｍｇ１カプセル,加算1,,28,,,,
内用薬,2149019B1ZZZ,【般】ニカルジピン塩酸塩散１０％,ニカルジピン塩酸塩,１０％１ｇ,"加算1,2",,15.5,,,,
内用薬,2149019F1ZZZ,【般】ニカルジピン塩酸塩錠１０ｍｇ,ニカルジピン塩酸塩,１０ｍｇ１錠,"加算1,2",,5.7,,,,
内用薬,2149019F2ZZZ,【般】ニカルジピン塩酸塩錠２０ｍｇ,ニカルジピン塩酸塩,２０ｍｇ１錠,"加算1,2",,5.7,,,,
内用薬,2149019N1ZZZ,【般】ニカルジピン塩酸塩徐放カプセル２０ｍｇ,ニカルジピン塩酸塩,２０ｍｇ１カプセル,"加算1,2",,5.7,,,,
内用薬,2149019N2ZZZ,【般】ニカルジピン塩酸塩徐放カプセル４０ｍｇ,ニカルジピン塩酸塩,４０ｍｇ１カプセル,"加算1,2",,5.9,,,,
内用薬,2149022F1ZZZ,【般】ニルバジピン錠２ｍｇ,ニルバジピン,２ｍｇ１錠,"加算1,2",,9.8,,,,
内用薬,2149022F2ZZZ,【般】ニルバジピン錠４ｍｇ,ニルバジピン,４ｍｇ１錠,"加算1,2",,11.2,,,,
内用薬,2149026F1ZZZ,【般】ドキサゾシンメシル酸塩錠０．５ｍｇ,ドキサゾシンメシル酸塩,０．５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149026F2ZZZ,【般】ドキサゾシンメシル酸塩錠１ｍｇ,ドキサゾシンメシル酸塩,１ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149026F3ZZZ,【般】ドキサゾシンメシル酸塩錠２ｍｇ,ドキサゾシンメシル酸塩,２ｍｇ１錠,"加算1,2",,10.5,,,,
内用薬,2149026F4ZZZ,【般】ドキサゾシンメシル酸塩錠４ｍｇ,ドキサゾシンメシル酸塩,４ｍｇ１錠,"加算1,2",,21,,,,
内用薬,2149026F5ZZZ,【般】ドキサゾシンメシル酸塩口腔内崩壊錠０．５ｍｇ,ドキサゾシンメシル酸塩,０．５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149026F6ZZZ,【般】ドキサゾシンメシル酸塩口腔内崩壊錠１ｍｇ,ドキサゾシンメシル酸塩,１ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149026F7ZZZ,【般】ドキサゾシンメシル酸塩口腔内崩壊錠２ｍｇ,ドキサゾシンメシル酸塩,２ｍｇ１錠,"加算1,2",,10.5,,,,
内用薬,2149026F8ZZZ,【般】ドキサゾシンメシル酸塩口腔内崩壊錠４ｍｇ,ドキサゾシンメシル酸塩,４ｍｇ１錠,"加算1,2",,21,,,,
内用薬,2149027F1ZZZ,【般】マニジピン塩酸塩錠５ｍｇ,マニジピン塩酸塩,５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149027F2ZZZ,【般】マニジピン塩酸塩錠１０ｍｇ,マニジピン塩酸塩,１０ｍｇ１錠,"加算1,2",,10.9,,,,
内用薬,2149027F3ZZZ,【般】マニジピン塩酸塩錠２０ｍｇ,マニジピン塩酸塩,２０ｍｇ１錠,"加算1,2",,19.6,,,,
内用薬,2149029F1ZZZ,【般】セリプロロール塩酸塩錠１００ｍｇ,セリプロロール塩酸塩,１００ｍｇ１錠,"加算1,2",,11.2,,,,
内用薬,2149029F2ZZZ,【般】セリプロロール塩酸塩錠２００ｍｇ,セリプロロール塩酸塩,２００ｍｇ１錠,"加算1,2",,23.4,,,,
内用薬,2149031F1ZZZ,【般】ベタキソロール塩酸塩錠５ｍｇ,ベタキソロール塩酸塩,５ｍｇ１錠,"加算1,2",,18.5,,,,
内用薬,2149031F2ZZZ,【般】ベタキソロール塩酸塩錠１０ｍｇ,ベタキソロール塩酸塩,１０ｍｇ１錠,"加算1,2",,20.8,,,,
内用薬,2149032F1ZZZ,【般】カルベジロール錠１０ｍｇ,カルベジロール,１０ｍｇ１錠,"加算1,2",,17,,,,
内用薬,2149032F2ZZZ,【般】カルベジロール錠２０ｍｇ,カルベジロール,２０ｍｇ１錠,"加算1,2",,20.5,,,,
内用薬,2149032F3ZZZ,【般】カルベジロール錠１．２５ｍｇ,カルベジロール,１．２５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149032F4ZZZ,【般】カルベジロール錠２．５ｍｇ,カルベジロール,２．５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149035F1ZZZ,【般】フェロジピン錠２．５ｍｇ,フェロジピン,２．５ｍｇ１錠,"加算1,2",,7.6,,,,
内用薬,2149035F2ZZZ,【般】フェロジピン錠５ｍｇ,フェロジピン,５ｍｇ１錠,"加算1,2",,14.3,,,,
内用薬,2149037F1ZZZ,【般】シルニジピン錠５ｍｇ,シルニジピン,５ｍｇ１錠,"加算1,2",,13.3,,,,
内用薬,2149037F2ZZZ,【般】シルニジピン錠１０ｍｇ,シルニジピン,１０ｍｇ１錠,"加算1,2",,24.8,,,,
内用薬,2149037F3ZZZ,【般】シルニジピン錠２０ｍｇ,シルニジピン,２０ｍｇ１錠,"加算1,2",,37.5,,,,
内用薬,2149039F1ZZZ,【般】ロサルタンＫ錠２５ｍｇ,ロサルタンカリウム,２５ｍｇ１錠,"加算1,2",,14.3,,,,
内用薬,2149039F2ZZZ,【般】ロサルタンＫ錠５０ｍｇ,ロサルタンカリウム,５０ｍｇ１錠,"加算1,2",,26.3,,,,
内用薬,2149039F3ZZZ,【般】ロサルタンＫ錠１００ｍｇ,ロサルタンカリウム,１００ｍｇ１錠,"加算1,2",,41.3,,,,
内用薬,2149040F1ZZZ,【般】カンデサルタン錠２ｍｇ,カンデサルタンシレキセチル,２ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149040F2ZZZ,【般】カンデサルタン錠４ｍｇ,カンデサルタンシレキセチル,４ｍｇ１錠,"加算1,2",,11.9,,,,
内用薬,2149040F3ZZZ,【般】カンデサルタン錠８ｍｇ,カンデサルタンシレキセチル,８ｍｇ１錠,"加算1,2",,23.1,,,,
内用薬,2149040F4ZZZ,【般】カンデサルタン錠１２ｍｇ,カンデサルタンシレキセチル,１２ｍｇ１錠,"加算1,2",,28.8,,,,
内用薬,2149040F5ZZZ,【般】カンデサルタン口腔内崩壊錠２ｍｇ,カンデサルタンシレキセチル,２ｍｇ１錠,加算1,,10.1,,,,
内用薬,2149040F6ZZZ,【般】カンデサルタン口腔内崩壊錠４ｍｇ,カンデサルタンシレキセチル,４ｍｇ１錠,加算1,,11.9,,,,
内用薬,2149040F7ZZZ,【般】カンデサルタン口腔内崩壊錠８ｍｇ,カンデサルタンシレキセチル,８ｍｇ１錠,加算1,,23.1,,,,
内用薬,2149040F8ZZZ,【般】カンデサルタン口腔内崩壊錠１２ｍｇ,カンデサルタンシレキセチル,１２ｍｇ１錠,加算1,,28.8,,,,
内用薬,2149041F1ZZZ,【般】バルサルタン錠２０ｍｇ,バルサルタン,２０ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149041F2ZZZ,【般】バルサルタン錠４０ｍｇ,バルサルタン,４０ｍｇ１錠,"加算1,2",,11.8,,,,
内用薬,2149041F3ZZZ,【般】バルサルタン錠８０ｍｇ,バルサルタン,８０ｍｇ１錠,"加算1,2",,21.6,,,,
内用薬,2149041F4ZZZ,【般】バルサルタン錠１６０ｍｇ,バルサルタン,１６０ｍｇ１錠,"加算1,2",,37.6,,,,
内用薬,2149041F5ZZZ,【般】バルサルタン口腔内崩壊錠２０ｍｇ,バルサルタン,２０ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149041F6ZZZ,【般】バルサルタン口腔内崩壊錠４０ｍｇ,バルサルタン,４０ｍｇ１錠,"加算1,2",,11.8,,,,
内用薬,2149041F7ZZZ,【般】バルサルタン口腔内崩壊錠８０ｍｇ,バルサルタン,８０ｍｇ１錠,"加算1,2",,21.6,,,,
内用薬,2149041F8ZZZ,【般】バルサルタン口腔内崩壊錠１６０ｍｇ,バルサルタン,１６０ｍｇ１錠,"加算1,2",,37.6,,,,
内用薬,2149042F1ZZZ,【般】テルミサルタン錠２０ｍｇ,テルミサルタン,２０ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149042F2ZZZ,【般】テルミサルタン錠４０ｍｇ,テルミサルタン,４０ｍｇ１錠,"加算1,2",,17.9,,,,
内用薬,2149042F3ZZZ,【般】テルミサルタン錠８０ｍｇ,テルミサルタン,８０ｍｇ１錠,"加算1,2",,26.3,,,,
内用薬,2149042F4ZZZ,【般】テルミサルタン口腔内崩壊錠２０ｍｇ,テルミサルタン,２０ｍｇ１錠,加算1,,10.1,,,,
内用薬,2149042F5ZZZ,【般】テルミサルタン口腔内崩壊錠４０ｍｇ,テルミサルタン,４０ｍｇ１錠,加算1,,17.9,,,,
内用薬,2149043F1ZZZ,【般】アゼルニジピン錠８ｍｇ,アゼルニジピン,８ｍｇ１錠,"加算1,2",,10.9,,,,
内用薬,2149043F2ZZZ,【般】アゼルニジピン錠１６ｍｇ,アゼルニジピン,１６ｍｇ１錠,"加算1,2",,19.2,,,,
内用薬,2149044F1ZZZ,【般】オルメサルタン錠１０ｍｇ,オルメサルタンメドキソミル,１０ｍｇ１錠,加算1,,12.6,,,,
内用薬,2149044F2ZZZ,【般】オルメサルタン錠２０ｍｇ,オルメサルタンメドキソミル,２０ｍｇ１錠,加算1,,23.8,,,,
内用薬,2149044F3ZZZ,【般】オルメサルタン錠５ｍｇ,オルメサルタンメドキソミル,５ｍｇ１錠,加算1,,10.1,,,,
内用薬,2149044F4ZZZ,【般】オルメサルタン錠４０ｍｇ,オルメサルタンメドキソミル,４０ｍｇ１錠,加算1,,35.7,,,,
内用薬,2149044F5ZZZ,【般】オルメサルタン口腔内崩壊錠１０ｍｇ,オルメサルタンメドキソミル,１０ｍｇ１錠,"加算1,2",,12.6,,,,
内用薬,2149044F6ZZZ,【般】オルメサルタン口腔内崩壊錠２０ｍｇ,オルメサルタンメドキソミル,２０ｍｇ１錠,"加算1,2",,23.8,,,,
内用薬,2149044F7ZZZ,【般】オルメサルタン口腔内崩壊錠４０ｍｇ,オルメサルタンメドキソミル,４０ｍｇ１錠,"加算1,2",,35.7,,,,
内用薬,2149044F8ZZZ,【般】オルメサルタン口腔内崩壊錠５ｍｇ,オルメサルタンメドキソミル,５ｍｇ１錠,"加算1,2",,10.1,,,,
内用薬,2149046F1ZZZ,【般】イルベサルタン錠５０ｍｇ,イルベサルタン,５０ｍｇ１錠,"加算1,2",,20.8,,,,
内用薬,2149046F2ZZZ,【般】イルベサルタン錠１００ｍｇ,イルベサルタン,１００ｍｇ１錠,"加算1,2",,27.9,,,,
内用薬,2149046F3ZZZ,【般】イルベサルタン錠２００ｍｇ,イルベサルタン,２００ｍｇ１錠,"加算1,2",,41.9,,,,
内用薬,2149046F4ZZZ,【般】イルベサルタン口腔内崩壊錠５０ｍｇ,イルベサルタン,５０ｍｇ１錠,加算1,,20.8,,,,
内用薬,2149046F5ZZZ,【般】イルベサルタン口腔内崩壊錠１００ｍｇ,イルベサルタン,１００ｍｇ１錠,加算1,,27.9,,,,
内用薬,2149046F6ZZZ,【般】イルベサルタン口腔内崩壊錠２００ｍｇ,イルベサルタン,２００ｍｇ１錠,加算1,,41.9,,,,
内用薬,2149110F1ZZZ,【般】ロサルタン５０ｍｇ・ヒドロクロロチアジド配合錠,ロサルタンカリウム・ヒドロクロロチアジド,１錠,"加算1,2",,27.5,先発品はプレミネント配合錠ＬＤ,,,
内用薬,2149110F2ZZZ,【般】ロサルタン１００ｍｇ・ヒドロクロロチアジド配合錠,ロサルタンカリウム・ヒドロクロロチアジド,１錠,"加算1,2",,40.1,先発品はプレミネント配合錠ＨＤ,,,
内用薬,2149111F1ZZZ,【般】カンデサルタン４ｍｇ・ヒドロクロロチアジド配合錠,カンデサルタンシレキセチル・ヒドロクロロチアジド,１錠,"加算1,2",,25.4,先発品はエカード配合錠ＬＤ,,,
内用薬,2149111F2ZZZ,【般】カンデサルタン８ｍｇ・ヒドロクロロチアジド配合錠,カンデサルタンシレキセチル・ヒドロクロロチアジド,１錠,"加算1,2",,48,先発品はエカード配合錠ＨＤ,,,
内用薬,2149112F1ZZZ,【般】バルサルタン・ヒドロクロロチアジド６．２５ｍｇ配合錠,バルサルタン・ヒドロクロロチアジド,１錠,"加算1,2",,39.4,先発品はコディオ配合錠ＭＤ,,,
