区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
内用薬,4490017R1ZZZ,【般】プランルカストシロップ用１０％,プランルカスト水和物,１０％１ｇ,"加算1,2",,22.5,,,,
内用薬,4490019F1ZZZ,【般】エバスチン錠５ｍｇ,エバスチン,５ｍｇ１錠,加算1,,17.4,,,,
内用薬,4490019F2ZZZ,【般】エバスチン錠１０ｍｇ,エバスチン,１０ｍｇ１錠,"加算1,2",,21.9,,,,
内用薬,4490019F3ZZZ,【般】エバスチン口腔内崩壊錠５ｍｇ,エバスチン,５ｍｇ１錠,"加算1,2",,17.4,,,,
内用薬,4490019F4ZZZ,【般】エバスチン口腔内崩壊錠１０ｍｇ,エバスチン,１０ｍｇ１錠,"加算1,2",,21.9,,,,
内用薬,4490020F1ZZZ,【般】セチリジン塩酸塩錠５ｍｇ,セチリジン塩酸塩,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490020F2ZZZ,【般】セチリジン塩酸塩錠１０ｍｇ,セチリジン塩酸塩,１０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490020F3ZZZ,【般】セチリジン塩酸塩口腔内崩壊錠５ｍｇ,セチリジン塩酸塩,５ｍｇ１錠,加算1,,10.4,,,,
内用薬,4490020F4ZZZ,【般】セチリジン塩酸塩口腔内崩壊錠１０ｍｇ,セチリジン塩酸塩,１０ｍｇ１錠,加算1,,10.4,,,,
内用薬,4490020R1ZZZ,【般】セチリジン塩酸塩シロップ用１．２５％,セチリジン塩酸塩,１．２５％１ｇ,"加算1,2",,70.7,,,,
内用薬,4490021F1ZZZ,【般】ラマトロバン錠５０ｍｇ,ラマトロバン,５０ｍｇ１錠,加算1,,18.2,,,,
内用薬,4490021F2ZZZ,【般】ラマトロバン錠７５ｍｇ,ラマトロバン,７５ｍｇ１錠,加算1,,25.2,,,,
内用薬,4490022F1ZZZ,【般】ベポタスチンベシル酸塩錠５ｍｇ,ベポタスチンベシル酸塩,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490022F2ZZZ,【般】ベポタスチンベシル酸塩錠１０ｍｇ,ベポタスチンベシル酸塩,１０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490022F3ZZZ,【般】ベポタスチンベシル酸塩口腔内崩壊錠５ｍｇ,ベポタスチンベシル酸塩,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490022F4ZZZ,【般】ベポタスチンベシル酸塩口腔内崩壊錠１０ｍｇ,ベポタスチンベシル酸塩,１０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490023F1ZZZ,【般】フェキソフェナジン塩酸塩錠６０ｍｇ,フェキソフェナジン塩酸塩,６０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490023F2ZZZ,【般】フェキソフェナジン塩酸塩錠３０ｍｇ,フェキソフェナジン塩酸塩,３０ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490023F3ZZZ,【般】フェキソフェナジン塩酸塩口腔内崩壊錠６０ｍｇ,フェキソフェナジン塩酸塩,６０ｍｇ１錠,加算1,,10.4,,,,
内用薬,4490023F4ZZZ,【般】フェキソフェナジン塩酸塩口腔内崩壊錠３０ｍｇ,フェキソフェナジン塩酸塩,３０ｍｇ１錠,加算1,,10.4,,,,
内用薬,4490023R2ZZZ,【般】フェキソフェナジン塩酸塩シロップ用５％,フェキソフェナジン塩酸塩,５％１ｇ,加算1,,29.1,,,,
内用薬,4490025D1ZZZ,【般】オロパタジン塩酸塩顆粒０．５％,オロパタジン塩酸塩,０．５％１ｇ,"加算1,2",,20.7,,,,
内用薬,4490025F1ZZZ,【般】オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩,２．５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490025F2ZZZ,【般】オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490025F3ZZZ,【般】オロパタジン塩酸塩口腔内崩壊錠２．５ｍｇ,オロパタジン塩酸塩,２．５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490025F4ZZZ,【般】オロパタジン塩酸塩口腔内崩壊錠５ｍｇ,オロパタジン塩酸塩,５ｍｇ１錠,"加算1,2",,10.4,,,,
内用薬,4490025R1ZZZ,【般】オロパタジン塩酸塩シロップ用１％,オロパタジン塩酸塩,１％１ｇ,加算1,,45,,,,
内用薬,4490026C1ZZZ,【般】モンテルカスト細粒４ｍｇ,モンテルカストナトリウム,４ｍｇ１包,"加算1,2",,18.5,,,,
内用薬,4490026F1ZZZ,【般】モンテルカストチュアブル錠５ｍｇ,モンテルカストナトリウム,５ｍｇ１錠,"加算1,2",,18.1,,,,
内用薬,4490026F2ZZZ,【般】モンテルカスト錠１０ｍｇ,モンテルカストナトリウム,１０ｍｇ１錠,"加算1,2",,13.8,,,,
内用薬,4490026F3ZZZ,【般】モンテルカスト錠５ｍｇ,モンテルカストナトリウム,５ｍｇ１錠,"加算1,2",,11.4,,,,
内用薬,4490026F4ZZZ,【般】モンテルカスト口腔内崩壊錠１０ｍｇ,モンテルカストナトリウム,１０ｍｇ１錠,"加算1,2",,13.8,,,,
内用薬,4490026F5ZZZ,【般】モンテルカスト口腔内崩壊錠５ｍｇ,モンテルカストナトリウム,５ｍｇ１錠,加算1,,11.4,,,,
内用薬,4490027F1ZZZ,【般】ロラタジン錠１０ｍｇ,ロラタジン,１０ｍｇ１錠,"加算1,2",,14.8,,,,
内用薬,4490027F2ZZZ,【般】ロラタジン口腔内崩壊錠１０ｍｇ,ロラタジン,１０ｍｇ１錠,"加算1,2",,14.8,,,,
内用薬,4490027R1ZZZ,【般】ロラタジンシロップ用１％,ロラタジン,１％１ｇ,"加算1,2",,30.1,,,,
内用薬,4490028F1ZZZ,【般】レボセチリジン塩酸塩錠５ｍｇ,レボセチリジン塩酸塩,５ｍｇ１錠,"加算1,2",,12.3,,,,
内用薬,4490028F2ZZZ,【般】レボセチリジン塩酸塩錠２．５ｍｇ,レボセチリジン塩酸塩,２．５ｍｇ１錠,加算1,,10.5,,,,
内用薬,4490028F3ZZZ,【般】レボセチリジン塩酸塩口腔内崩壊錠２．５ｍｇ,レボセチリジン塩酸塩,２．５ｍｇ１錠,加算1,,10.5,,,,
内用薬,4490028F4ZZZ,【般】レボセチリジン塩酸塩口腔内崩壊錠５ｍｇ,レボセチリジン塩酸塩,５ｍｇ１錠,加算1,,12.3,,,,
内用薬,4490028Q1ZZZ,【般】レボセチリジン塩酸塩シロップ０．０５％,レボセチリジン塩酸塩,０．０５％１ｍＬ,"加算1,2",,6.9,,,,
内用薬,4490028R1ZZZ,【般】レボセチリジン塩酸塩シロップ用０．５％,レボセチリジン塩酸塩,０．５％１ｇ,加算1,,46.7,,,,
内用薬,4490100F1ZZZ,【般】フェキソフェナジン・プソイドエフェドリン配合錠,フェキソフェナジン塩酸塩・塩酸プソイドエフェドリン,１錠,"加算1,2",,15.2,先発品はディレグラ配合錠／後発品はプソフェキ配合錠,,,
内用薬,6131001C2ZZZ,【般】アモキシシリン細粒２０％,アモキシシリン水和物,２００ｍｇ１ｇ,加算1,,11.8,,,,
内用薬,6132011F1ZZZ,【般】セフポドキシムプロキセチル錠１００ｍｇ,セフポドキシム　プロキセチル,１００ｍｇ１錠,"加算1,2",,28.1,,,,
内用薬,6132011R1ZZZ,【般】セフポドキシムプロキセチルシロップ用５％,セフポドキシム　プロキセチル,５０ｍｇ１ｇ,"加算1,2",,22.3,,,,
内用薬,6132013C1ZZZ,【般】セフジニル細粒１０％,セフジニル,１００ｍｇ１ｇ,"加算1,2",,38.5,,,,
内用薬,6149002F1ZZZ,【般】ロキシスロマイシン錠１５０ｍｇ,ロキシスロマイシン,１５０ｍｇ１錠,"加算1,2",,14.4,,,,
内用薬,6149003F1ZZZ,【般】クラリスロマイシン錠５０ｍｇ,クラリスロマイシン,５０ｍｇ１錠,"加算1,2",,11.9,,,,
内用薬,6149004C1ZZZ,【般】アジスロマイシン細粒１０％,アジスロマイシン水和物,１００ｍｇ１ｇ,"加算1,2",,59.6,,,,
内用薬,6149004F1ZZZ,【般】アジスロマイシン錠２５０ｍｇ,アジスロマイシン水和物,２５０ｍｇ１錠,"加算1,2",,60.7,,,,
内用薬,6149004F3ZZZ,【般】アジスロマイシン錠１００ｍｇ,アジスロマイシン水和物,１００ｍｇ１錠,加算1,,38.2,,,,
内用薬,6149004F4ZZZ,【般】アジスロマイシン錠５００ｍｇ,アジスロマイシン水和物,５００ｍｇ１錠,加算1,,162.8,,,,
内用薬,6149004M1ZZZ,【般】アジスロマイシンカプセル１００ｍｇ,アジスロマイシン水和物,１００ｍｇ１カプセル,"加算1,2",,38.2,,,,
内用薬,6152005F2ZZZ,【般】ミノサイクリン塩酸塩錠１００ｍｇ,ミノサイクリン塩酸塩,１００ｍｇ１錠,加算1,,20.5,,,,
内用薬,6152005M2ZZZ,【般】ミノサイクリン塩酸塩カプセル１００ｍｇ,ミノサイクリン塩酸塩,１００ｍｇ１カプセル,"加算1,2",,20.5,,,,
内用薬,6179001D1ZZZ,【般】ボリコナゾール顆粒２０％,ボリコナゾール,２０％１ｇ,加算1,,2745.4,,,,
内用薬,6179001F1ZZZ,【般】ボリコナゾール錠５０ｍｇ,ボリコナゾール,５０ｍｇ１錠,"加算1,2",,138.8,,,,
内用薬,6179001F2ZZZ,【般】ボリコナゾール錠２００ｍｇ,ボリコナゾール,２００ｍｇ１錠,"加算1,2",,457.9,,,,
内用薬,6179001F3ZZZ,【般】ボリコナゾール錠１００ｍｇ,ボリコナゾール,１００ｍｇ１錠,加算1,,225.8,,,,
内用薬,6191001F1ZZZ,【般】アンピシリン・クロキサシリンＮａ配合錠,アンピシリン水和物・クロキサシリンナトリウム水和物,（２５０ｍｇ）１錠,加算1,,20.1,,,,
内用薬,6219001H1ZZZ,【般】サラゾスルファピリジン腸溶錠５００ｍｇ,サラゾスルファピリジン,５００ｍｇ１錠,"加算1,2",,14,先発品はアザルフィジンＥＮ錠５００ｍｇ,,,
内用薬,6219001H2ZZZ,【般】サラゾスルファピリジン腸溶錠２５０ｍｇ,サラゾスルファピリジン,２５０ｍｇ１錠,"加算1,2",,12.6,先発品はアザルフィジンＥＮ錠２５０ｍｇ,,,
内用薬,6241010C1ZZZ,【般】トスフロキサシントシル酸塩細粒１５％,トスフロキサシントシル酸塩水和物,１５０ｍｇ１ｇ,"加算1,2",,111.4,,,,
内用薬,6241010F1ZZZ,【般】トスフロキサシントシル酸塩錠７５ｍｇ,トスフロキサシントシル酸塩水和物,７５ｍｇ１錠,"加算1,2",,23.2,該当する先発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方加算対象が１のみとなる予定,,,
内用薬,6241010F2ZZZ,【般】トスフロキサシントシル酸塩錠１５０ｍｇ,トスフロキサシントシル酸塩水和物,１５０ｍｇ１錠,"加算1,2",,24.1,,,,
内用薬,6241013C2ZZZ,【般】レボフロキサシン細粒１０％,レボフロキサシン水和物,１００ｍｇ１ｇ（レボフロキサシンとして）,"加算1,2",,27.7,,,,
内用薬,6241013F2ZZZ,【般】レボフロキサシン錠２５０ｍｇ,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,"加算1,2",,25.4,,,,
内用薬,6241013F3ZZZ,【般】レボフロキサシン錠５００ｍｇ,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,"加算1,2",,37.1,,,,
内用薬,6241013F4ZZZ,【般】レボフロキサシン口腔内崩壊錠２５０ｍｇ,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,加算1,,25.4,,,,
内用薬,6241013F6ZZZ,【般】レボフロキサシン粒状錠２５０ｍｇ,レボフロキサシン水和物,２５０ｍｇ１包（レボフロキサシンとして）,加算1,,25.4,,,,
内用薬,6241013F7ZZZ,【般】レボフロキサシン粒状錠５００ｍｇ,レボフロキサシン水和物,５００ｍｇ１包（レボフロキサシンとして）,加算1,,37.1,,,,
内用薬,6241013S2ZZZ,【般】レボフロキサシン経口液２５０ｍｇ１０ｍＬ,レボフロキサシン水和物,２５０ｍｇ１０ｍＬ１包（レボフロキサシンとして）,加算1,,92.9,,,,
内用薬,6249002F1ZZZ,【般】リネゾリド錠６００ｍｇ,リネゾリド,６００ｍｇ１錠,"加算1,2",,4290.4,,,,
内用薬,6250002D1ZZZ,【般】アシクロビル顆粒４０％,アシクロビル,４０％１ｇ,"加算1,2",,42,,,,
内用薬,6250002Q1ZZZ,【般】アシクロビル経口ゼリー２００ｍｇ,アシクロビル,２００ｍｇ１包,加算1,,142.5,,,,
内用薬,6250002Q2ZZZ,【般】アシクロビル経口ゼリー８００ｍｇ,アシクロビル,８００ｍｇ１包,加算1,,372.6,,,,
内用薬,6250002Q3ZZZ,【般】アシクロビルシロップ８％,アシクロビル,８％１ｍＬ,加算1,,21.1,,,,
内用薬,6250002R1ZZZ,【般】アシクロビルシロップ用８０％,アシクロビル,８０％１ｇ,加算1,,123.2,,,,
内用薬,6250019D1ZZZ,【般】バラシクロビル顆粒５０％,バラシクロビル塩酸塩,５０％１ｇ,"加算1,2",,82.7,,,,
内用薬,6250019F1ZZZ,【般】バラシクロビル錠５００ｍｇ,バラシクロビル塩酸塩,５００ｍｇ１錠,"加算1,2",,67.5,,,,
内用薬,6250019F2ZZZ,【般】バラシクロビル粒状錠５００ｍｇ,バラシクロビル塩酸塩,５００ｍｇ１包,加算1,,67.5,,,,
内用薬,6250021F1ZZZ,【般】オセルタミビル錠７５ｍｇ,オセルタミビルリン酸塩,７５ｍｇ１錠,加算1,,107.7,,,,
内用薬,6250021M1ZZZ,【般】オセルタミビルカプセル７５ｍｇ,オセルタミビルリン酸塩,７５ｍｇ１カプセル,"加算1,2",,107.7,,,,
内用薬,6250021R1ZZZ,【般】オセルタミビルシロップ用３％,オセルタミビルリン酸塩,３％１ｇ,"加算1,2",,79.5,,,,
内用薬,6250029F1ZZZ,【般】エンテカビル錠０．５ｍｇ,エンテカビル水和物,０．５ｍｇ１錠,"加算1,2",,71.5,,,,
内用薬,6250029F2ZZZ,【般】エンテカビル口腔内崩壊錠０．５ｍｇ,エンテカビル水和物,０．５ｍｇ１錠,加算1,,71.5,,,,
内用薬,6250031F1ZZZ,【般】ファムシクロビル錠２５０ｍｇ,ファムシクロビル,２５０ｍｇ１錠,"加算1,2",,68.9,,,,
内用薬,6250031F2ZZZ,【般】ファムシクロビル錠５００ｍｇ,ファムシクロビル,５００ｍｇ１錠,加算1,,123.4,,,,
内用薬,6250102F1ZZZ,【般】ラミブジン・アバカビル配合錠,ラミブジン・アバカビル硫酸塩,１錠,"加算1,2",,795.7,先発品はエプジコム配合錠／後発品はラバミコム配合錠,,,
内用薬,6290004F1ZZZ,【般】イトラコナゾール錠５０ｍｇ,イトラコナゾール,５０ｍｇ１錠,加算1,,61,,,,
内用薬,6290004F2ZZZ,【般】イトラコナゾール錠１００ｍｇ,イトラコナゾール,１００ｍｇ１錠,加算1,,157.4,,,,
内用薬,6290004M1ZZZ,【般】イトラコナゾールカプセル５０ｍｇ,イトラコナゾール,５０ｍｇ１カプセル,"加算1,2",,61,,,,
内用薬,6290004S1ZZZ,【般】イトラコナゾール経口液１％,イトラコナゾール,１％１ｍＬ,加算1,,49.8,,,,
内用薬,6290005F1ZZZ,【般】テルビナフィン錠１２５ｍｇ,テルビナフィン塩酸塩,１２５ｍｇ１錠,"加算1,2",,31.5,,,,
内用薬,6419001F1ZZZ,【般】チニダゾール錠２００ｍｇ,チニダゾール,２００ｍｇ１錠,加算1,,46.9,,,,
内用薬,6419001F2ZZZ,【般】チニダゾール錠５００ｍｇ,チニダゾール,５００ｍｇ１錠,加算1,,125,該当する後発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方マスタから削除される予定,,,
内用薬,8114004C1ZZZ,【般】モルヒネ硫酸塩徐放細粒２％（１２時間持続）,モルヒネ硫酸塩水和物,２％１ｇ,加算1,,397.9,該当する後発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方マスタから削除される予定,,,
内用薬,8114004C2ZZZ,【般】モルヒネ硫酸塩徐放細粒６％（１２時間持続）,モルヒネ硫酸塩水和物,６％１ｇ,加算1,,1046.5,該当する後発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方マスタから削除される予定,,,
内用薬,8114004C3ZZZ,【般】モルヒネ硫酸塩徐放細粒１０ｍｇ（１２時間持続）,モルヒネ硫酸塩水和物,１０ｍｇ１包,加算1,,198.4,,,,
内用薬,8114004C4ZZZ,【般】モルヒネ硫酸塩徐放細粒３０ｍｇ（１２時間持続）,モルヒネ硫酸塩水和物,３０ｍｇ１包,加算1,,528.3,,,,
内用薬,8119002F5ZZZ,【般】オキシコドン錠２．５ｍｇ（乱用防止製剤）,オキシコドン塩酸塩水和物,２．５ｍｇ１錠,加算1,,47.6,,,,
内用薬,8119002F6ZZZ,【般】オキシコドン錠５ｍｇ（乱用防止製剤）,オキシコドン塩酸塩水和物,５ｍｇ１錠,加算1,,86.6,,,,
内用薬,8119002F7ZZZ,【般】オキシコドン錠１０ｍｇ（乱用防止製剤）,オキシコドン塩酸塩水和物,１０ｍｇ１錠,加算1,,156.6,,,,
内用薬,8119002F8ZZZ,【般】オキシコドン錠２０ｍｇ（乱用防止製剤）,オキシコドン塩酸塩水和物,２０ｍｇ１錠,加算1,,308.6,,,,
内用薬,8119002S1ZZZ,【般】オキシコドン経口液２．５ｍｇ,オキシコドン塩酸塩水和物,２．５ｍｇ２．５ｍＬ１包,加算1,,87.5,,,,
内用薬,8119002S2ZZZ,【般】オキシコドン経口液５ｍｇ,オキシコドン塩酸塩水和物,５ｍｇ２．５ｍＬ１包,加算1,,152.4,,,,
内用薬,8119002S3ZZZ,【般】オキシコドン経口液１０ｍｇ,オキシコドン塩酸塩水和物,１０ｍｇ５ｍＬ１包,加算1,,290.1,,,,
内用薬,8119002S4ZZZ,【般】オキシコドン経口液２０ｍｇ,オキシコドン塩酸塩水和物,２０ｍｇ５ｍＬ１包,加算1,,541.7,,,,
外用薬,1141700J1ZZZ,【般】アセトアミノフェン坐剤５０ｍｇ,アセトアミノフェン,５０ｍｇ１個,"加算1,2",,20.9,,,,
外用薬,1141700J2ZZZ,【般】アセトアミノフェン坐剤１００ｍｇ,アセトアミノフェン,１００ｍｇ１個,"加算1,2",,20.9,,,,
外用薬,1141700J3ZZZ,【般】アセトアミノフェン坐剤２００ｍｇ,アセトアミノフェン,２００ｍｇ１個,"加算1,2",,20.9,,,,
外用薬,1147700J1ZZZ,【般】ジクロフェナクＮａ坐剤１２．５ｍｇ,ジクロフェナクナトリウム,１２．５ｍｇ１個,"加算1,2",,20.3,,,,
外用薬,1147700J2ZZZ,【般】ジクロフェナクＮａ坐剤２５ｍｇ,ジクロフェナクナトリウム,２５ｍｇ１個,"加算1,2",,20.9,,,,
外用薬,1147700J3ZZZ,【般】ジクロフェナクＮａ坐剤５０ｍｇ,ジクロフェナクナトリウム,５０ｍｇ１個,"加算1,2",,20.9,,,,
外用薬,1149700J1ZZZ,【般】ケトプロフェン坐剤５０ｍｇ,ケトプロフェン,５０ｍｇ１個,加算1,,20.9,,,,
外用薬,1149700J2ZZZ,【般】ケトプロフェン坐剤７５ｍｇ,ケトプロフェン,７５ｍｇ１個,加算1,,22.2,,,,
外用薬,1190700S1ZZZ,【般】リバスチグミンテープ４．５ｍｇ（１日用）,リバスチグミン,４．５ｍｇ１枚,"加算1,2",,71.2,,,,
外用薬,1190700S2ZZZ,【般】リバスチグミンテープ９ｍｇ（１日用）,リバスチグミン,９ｍｇ１枚,"加算1,2",,80.4,,,,
外用薬,1190700S3ZZZ,【般】リバスチグミンテープ１３．５ｍｇ（１日用）,リバスチグミン,１３．５ｍｇ１枚,"加算1,2",,84,,,,
外用薬,1190700S4ZZZ,【般】リバスチグミンテープ１８ｍｇ（１日用）,リバスチグミン,１８ｍｇ１枚,"加算1,2",,89.5,,,,
外用薬,1190700S5ZZZ,【般】リバスチグミンテープ２５．９２ｍｇ（週２回用）,リバスチグミン,２５．９２ｍｇ１枚,加算1,,215.3,,,,
外用薬,1190700S6ZZZ,【般】リバスチグミンテープ５１．８４ｍｇ（週２回用）,リバスチグミン,５１．８４ｍｇ１枚,加算1,,329,,,,
外用薬,1214701S1ZZZ,【般】リドカインテープ１８ｍｇ（３０．５×５０．０ｍｍ）,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,"加算1,2",,31.6,,,,
外用薬,1315700M1ZZZ,【般】デキサメタゾン眼軟膏０．０５％,デキサメタゾン,０．０５％１ｇ,加算1,,42.5,,,,
外用薬,1315700M2ZZZ,【般】デキサメタゾン眼軟膏０．１％,デキサメタゾン,０．１％１ｇ,加算1,,32.9,,,,
外用薬,1315701Q1ZZZ,【般】メタスルホ安息香酸デキサメタゾンＮａ点眼液０．０２％,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,"加算1,2",,13.2,,,,
外用薬,1315701Q2ZZZ,【般】メタスルホ安息香酸デキサメタゾンＮａ点眼液０．０５％,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０５％１ｍＬ,加算1,,18.5,,,,
外用薬,1315701Q3ZZZ,【般】メタスルホ安息香酸デキサメタゾンＮａ点眼液０．１％,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,"加算1,2",,24.7,,,,
外用薬,1315701Q4ZZZ,【般】メタスルホ安息香酸デキサメタゾンＮａ点眼点耳点鼻液０．１％,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,加算1,,29.2,,,,
外用薬,1315704Q1ZZZ,【般】フルオロメトロン点眼液０．０２％,フルオロメトロン,０．０２％１ｍＬ,"加算1,2",,18.5,,,,
外用薬,1315704Q2ZZZ,【般】フルオロメトロン点眼液０．０５％,フルオロメトロン,０．０５％１ｍＬ,加算1,,18.5,,,,
外用薬,1315704Q3ZZZ,【般】フルオロメトロン点眼液０．１％,フルオロメトロン,０．１％１ｍＬ,"加算1,2",,18.5,,,,
外用薬,1315706Q2ZZZ,【般】ベタメタゾンリン酸エステルＮａ点眼点耳点鼻液０．１％,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,"加算1,2",,13,,,,
外用薬,1317706Q1ZZZ,【般】ゲンタマイシン硫酸塩点眼液０．３％,ゲンタマイシン硫酸塩,３ｍｇ１ｍＬ,加算1,,18.5,,,,
外用薬,1319701Q1ZZZ,【般】カルテオロール塩酸塩点眼液１％（非持続性）,カルテオロール塩酸塩,１％１ｍＬ,"加算1,2",,64.7,先発品はミケラン点眼液１％,,,
外用薬,1319701Q2ZZZ,【般】カルテオロール塩酸塩点眼液２％（非持続性）,カルテオロール塩酸塩,２％１ｍＬ,"加算1,2",,71.9,先発品はミケラン点眼液２％,,,
外用薬,1319701Q3ZZZ,【般】カルテオロール塩酸塩点眼液１％（持続性）,カルテオロール塩酸塩,１％１ｍＬ,"加算1,2",,120.2,先発品はミケランＬＡ点眼液１％,,,
外用薬,1319701Q4ZZZ,【般】カルテオロール塩酸塩点眼液２％（持続性）,カルテオロール塩酸塩,２％１ｍＬ,"加算1,2",,148.6,先発品はミケランＬＡ点眼液２％,,,
外用薬,1319702Q1ZZZ,【般】チモロール点眼液０．２５％（非持続性）,チモロールマレイン酸塩,０．２５％１ｍＬ,"加算1,2",,43.6,先発品はチモプトール点眼液０．２５％,,,
外用薬,1319702Q2ZZZ,【般】チモロール点眼液０．５％（非持続性）,チモロールマレイン酸塩,０．５％１ｍＬ,"加算1,2",,52.3,先発品はチモプトール点眼液０．５％,,,
外用薬,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,チモロールマレイン酸塩,０．２５％１ｍＬ,"加算1,2",例外コード,18.5,先発品はチモプトールＸＥ点眼液０．２５％／リズモンＴＧ点眼液０．２５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q3010,チモロールマレイン酸塩０．２５％１ｍＬＸＥ点眼液,
外用薬,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,チモロールマレイン酸塩,０．２５％１ｍＬ,"加算1,2",例外コード,18.5,先発品はチモプトールＸＥ点眼液０．２５％／リズモンＴＧ点眼液０．２５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q3037,チモプトールＸＥ点眼液０．２５％,
外用薬,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,チモロールマレイン酸塩,０．２５％１ｍＬ,"加算1,2",例外コード,18.5,先発品はチモプトールＸＥ点眼液０．２５％／リズモンＴＧ点眼液０．２５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q3045,チモロールＸＥ点眼液０．２５％「ＴＳ」,
外用薬,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,チモロールマレイン酸塩,０．２５％１ｍＬ,"加算1,2",例外コード,18.5,先発品はチモプトールＸＥ点眼液０．２５％／リズモンＴＧ点眼液０．２５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q3061,チモロールＸＥ点眼液０．２５％「ニットー」,
外用薬,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,チモロールマレイン酸塩,０．２５％１ｍＬ,"加算1,2",例外コード,18.5,先発品はチモプトールＸＥ点眼液０．２５％／リズモンＴＧ点眼液０．２５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q3088,チモロールＸＥ点眼液０．２５％「センジュ」,
外用薬,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,チモロールマレイン酸塩,０．２５％１ｍＬ,"加算1,2",例外コード,18.5,先発品はチモプトールＸＥ点眼液０．２５％／リズモンＴＧ点眼液０．２５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q5021,リズモンＴＧ点眼液０．２５％,
外用薬,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,チモロールマレイン酸塩,０．５％１ｍＬ,"加算1,2",例外コード,145.6,先発品はチモプトールＸＥ点眼液０．５％／リズモンＴＧ点眼液０．５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q4033,チモプトールＸＥ点眼液０．５％,
外用薬,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,チモロールマレイン酸塩,０．５％１ｍＬ,"加算1,2",例外コード,145.6,先発品はチモプトールＸＥ点眼液０．５％／リズモンＴＧ点眼液０．５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q4041,チモロールＸＥ点眼液０．５％「ＴＳ」,
外用薬,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,チモロールマレイン酸塩,０．５％１ｍＬ,"加算1,2",例外コード,145.6,先発品はチモプトールＸＥ点眼液０．５％／リズモンＴＧ点眼液０．５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q4050,チモロールＸＥ点眼液０．５％「杏林」,
外用薬,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,チモロールマレイン酸塩,０．５％１ｍＬ,"加算1,2",例外コード,145.6,先発品はチモプトールＸＥ点眼液０．５％／リズモンＴＧ点眼液０．５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q4068,チモロールＸＥ点眼液０．５％「ニットー」,
外用薬,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,チモロールマレイン酸塩,０．５％１ｍＬ,"加算1,2",例外コード,145.6,先発品はチモプトールＸＥ点眼液０．５％／リズモンＴＧ点眼液０．５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q4084,チモロールＸＥ点眼液０．５％「センジュ」,
