区分,一般名コード,一般名処方の標準的な記載,成分名,規格,一般名処方加算対象,例外コード,同一剤形・規格内の最低薬価,備考,薬価基準収載医薬品コード_例外コード,品名_例外コード,備考_例外コード
外用薬,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,チモロールマレイン酸塩,０．５％１ｍＬ,"加算1,2",例外コード,145.6,先発品はチモプトールＸＥ点眼液０．５％／リズモンＴＧ点眼液０．５％（持続性製剤の代替調剤のため例外コードに変更）,1319702Q6028,リズモンＴＧ点眼液０．５％,
外用薬,1319703Q2ZZZ,【般】アズレンスルホン酸Ｎａ点眼液０．０２％５ｍＬ,アズレンスルホン酸ナトリウム水和物,０．０２％５ｍＬ１瓶,加算1,,91.6,,,,
外用薬,1319706Q3ZZZ,【般】ピレノキシン点眼液０．００５％５ｍＬ,ピレノキシン,０．００５％５ｍＬ１瓶,加算1,,67,,,,
外用薬,1319709Q3ZZZ,【般】コンドロイチン硫酸エステルＮａ点眼液１％５ｍＬ,コンドロイチン硫酸エステルナトリウム,１％５ｍＬ１瓶,加算1,,89.2,,,,
外用薬,1319709Q4ZZZ,【般】コンドロイチン硫酸エステルＮａ点眼液３％５ｍＬ,コンドロイチン硫酸エステルナトリウム,３％５ｍＬ１瓶,加算1,,91.6,,,,
外用薬,1319710Q2ZZZ,【般】シアノコバラミン点眼液０．０２％,シアノコバラミン,０．０２％５ｍＬ１瓶,"加算1,2",,89.2,,,,
外用薬,1319717Q1ZZZ,【般】クロモグリク酸Ｎａ点眼液２％５ｍＬ,クロモグリク酸ナトリウム,１００ｍｇ５ｍＬ１瓶,加算1,,187.8,,,,
外用薬,1319720Q3ZZZ,【般】ヒアルロン酸Ｎａ点眼液０．１％５ｍＬ,精製ヒアルロン酸ナトリウム,０．１％５ｍＬ１瓶,"加算1,2",,92.5,,,,
外用薬,1319720Y2ZZZ,【般】ヒアルロン酸Ｎａ点眼液０．３％５ｍＬ,精製ヒアルロン酸ナトリウム,０．３％５ｍＬ１瓶,"加算1,2",,104.4,,,,
外用薬,1319724Q1ZZZ,【般】プラノプロフェン点眼液０．１％,プラノプロフェン,０．１％１ｍＬ,"加算1,2",,18.5,,,,
外用薬,1319726Q1ZZZ,【般】ジクロフェナクＮａ点眼液０．１％,ジクロフェナクナトリウム,０．１％１ｍＬ,"加算1,2",,23.4,,,,
外用薬,1319730Q1ZZZ,【般】ケトチフェン点眼液０．０５％５ｍＬ,ケトチフェンフマル酸塩,３．４５ｍｇ５ｍＬ１瓶,"加算1,2",,129.5,,,,
外用薬,1319732Q1ZZZ,【般】イソプロピルウノプロストン点眼液０．１２％,イソプロピルウノプロストン,０．１２％１ｍＬ,"加算1,2",,114.8,,,,
外用薬,1319733Q1ZZZ,【般】ベタキソロール塩酸塩点眼液０．５％,ベタキソロール塩酸塩,０．５％１ｍＬ,加算1,,115.6,,,,
外用薬,1319735Q1ZZZ,【般】ペミロラストＫ点眼液０．１％,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,"加算1,2",,201.4,,,,
外用薬,1319736Q1ZZZ,【般】トラニラスト点眼液０．５％,トラニラスト,２５ｍｇ５ｍＬ１瓶,"加算1,2",,203,,,,
外用薬,1319739Q1ZZZ,【般】ラタノプロスト点眼液０．００５％,ラタノプロスト,０．００５％１ｍＬ,"加算1,2",,151,,,,
外用薬,1319740Q1ZZZ,【般】ニプラジロール点眼液０．２５％,ニプラジロール,０．２５％１ｍＬ,"加算1,2",,117.9,,,,
外用薬,1319742Q1ZZZ,【般】レボフロキサシン点眼液０．５％,レボフロキサシン水和物,０．５％１ｍＬ,"加算1,2",,24.2,,,,
外用薬,1319742Q2ZZZ,【般】レボフロキサシン点眼液１．５％,レボフロキサシン水和物,１．５％１ｍＬ,"加算1,2",,18.5,,,,
外用薬,1319743Q1ZZZ,【般】ブロムフェナクＮａ点眼液０．１％,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,"加算1,2",,30.8,,,,
外用薬,1319744Q1ZZZ,【般】レボブノロール塩酸塩点眼液０．５％,レボブノロール塩酸塩,０．５％１ｍＬ,加算1,,161.9,,,,
外用薬,1319746Q1ZZZ,【般】レボカバスチン塩酸塩点眼液０．０２５％,レボカバスチン塩酸塩,０．０２５％１ｍＬ,"加算1,2",,46.3,,,,
外用薬,1319748Q1ZZZ,【般】ブリンゾラミド点眼液１％,ブリンゾラミド,１％１ｍＬ,"加算1,2",,89.7,,,,
外用薬,1319752Q1ZZZ,【般】オロパタジン点眼液０．１％,オロパタジン塩酸塩,０．１％１ｍＬ,"加算1,2",,34.9,,,,
外用薬,1319753Q1ZZZ,【般】モキシフロキサシン点眼液０．５％,モキシフロキサシン塩酸塩,０．５％１ｍＬ,"加算1,2",,26.3,,,,
外用薬,1319754Q1ZZZ,【般】トラボプロスト点眼液０．００４％,トラボプロスト,０．００４％１ｍＬ,"加算1,2",,232,,,,
外用薬,1319756Q1ZZZ,【般】タフルプロスト点眼液０．００１５％１ｍＬ,タフルプロスト,０．００１５％１ｍＬ,"加算1,2",,279.1,,,,
外用薬,1319757Q1ZZZ,【般】ビマトプロスト点眼液０．０３％,ビマトプロスト,０．０３％１ｍＬ,"加算1,2",,148.3,,,,
外用薬,1319758Q1ZZZ,【般】ジクアホソルＮａ点眼液３％５ｍＬ（１日６回）,ジクアホソルナトリウム,３％５ｍＬ１瓶,"加算1,2",,187,,,,
外用薬,1319760Q2ZZZ,【般】レバミピド点眼液２％５ｍＬ,レバミピド,２％５ｍＬ１瓶,加算1,,432.9,,,,
外用薬,1319761Q1ZZZ,【般】ブリモニジン酒石酸塩点眼液０．１％,ブリモニジン酒石酸塩,０．１％１ｍＬ,"加算1,2",,91.4,,,,
外用薬,1319762Q1ZZZ,【般】エピナスチン塩酸塩点眼液０．０５％,エピナスチン塩酸塩,０．０５％１ｍＬ,"加算1,2",,80.6,先発品はアレジオン点眼液０．０５％,,,
外用薬,1319762Q2ZZZ,【般】エピナスチン塩酸塩点眼液０．１％,エピナスチン塩酸塩,０．１％１ｍＬ,"加算1,2",,252.9,先発品はアレジオンＬＸ点眼液０．１％,,,
外用薬,1319817Q1ZZZ,【般】ラタノプロスト・チモロール配合点眼液,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,"加算1,2",,244.1,先発品はザラカム配合点眼液／後発品はラタチモ配合点眼液,,,
外用薬,1319819Q1ZZZ,【般】ドルゾラミド・チモロール配合点眼液,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,"加算1,2",,107,先発品はコソプト配合点眼液／後発品はドルモロール配合点眼液,,,
外用薬,1319820Q1ZZZ,【般】トラボプロスト・チモロール配合点眼液,トラボプロスト・チモロールマレイン酸塩,１ｍＬ,"加算1,2",,339,先発品はデュオトラバ配合点眼液／後発品はトラチモ配合点眼液,,,
外用薬,1319822Q1ZZZ,【般】タフルプロスト・チモロール配合点眼液,タフルプロスト・チモロールマレイン酸塩,１ｍＬ,"加算1,2",,343.5,先発品はタプコム配合点眼液／後発品はタフチモ配合点眼液,,,
外用薬,1329701Q1ZZZ,【般】ジオクチルソジウムスルホサクシネート点耳液５％,ジオクチルソジウムスルホサクシネート,５％１ｍＬ,加算1,,39.7,,,,
外用薬,1329702R3ZZZ,【般】ベクロメタゾンプロピオン酸エステル点鼻液５０μｇ８．５ｇ,ベクロメタゾンプロピオン酸エステル,８．５ｍｇ８．５ｇ１瓶,加算1,,290.4,,,,
外用薬,1329702R7ZZZ,【般】ベクロメタゾンプロピオン酸エステル点鼻粉末２５μｇ,ベクロメタゾンプロピオン酸エステル,１．５０ｍｇ０．９０８７ｇ１瓶,加算1,,489.8,,,,
外用薬,1329705Q1ZZZ,【般】ケトチフェン点鼻液０．０５％,ケトチフェンフマル酸塩,６．０４８ｍｇ８ｍＬ１瓶,"加算1,2",,231,,,,
外用薬,1329707Q1ZZZ,【般】フルチカゾンプロピオン酸エステル点鼻液５０μｇ２８噴霧用,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,"加算1,2",,285.2,該当する先発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方加算対象が１のみとなる予定,,,
外用薬,1329707Q3ZZZ,【般】フルチカゾンプロピオン酸エステル点鼻液５０μｇ５６噴霧用,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,"加算1,2",,436.3,該当する先発品の経過措置期限が令和８年３月３１日であることから、同年４月１日以降は一般名処方加算対象が１のみとなる予定,,,
外用薬,1329707Q4ZZZ,【般】フルチカゾンプロピオン酸エステル点鼻液５０μｇ１１２噴霧用,フルチカゾンプロピオン酸エステル,８．１６ｍｇ１６ｍＬ１瓶,加算1,,850.6,,,,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q1027,ナゾネックス点鼻液５０μｇ５６噴霧用,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q1035,モメタゾン点鼻液５０μｇ「杏林」５６噴霧用,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q1043,モメタゾン点鼻液５０μｇ「ＣＥＯ」５６噴霧用,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q1051,モメタゾン点鼻液５０μｇ「ＪＧ」５６噴霧用,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q1060,モメタゾン点鼻液５０μｇ「タカタ」５６噴霧用,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q1078,モメタゾン点鼻液５０μｇ「トーワ」５６噴霧用,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q1086,モメタゾン点鼻液５０μｇ「ニットー」５６噴霧用,
外用薬,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶／５ｍｇ１０ｇ１瓶,"加算1,2",例外コード,370.5,先発品はナゾネックス点鼻液５０μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q3020,モメタゾン点鼻液５０μｇ「ＭＹＬ」５６噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q2023,ナゾネックス点鼻液５０μｇ１１２噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q2031,モメタゾン点鼻液５０μｇ「杏林」１１２噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q2040,モメタゾン点鼻液５０μｇ「ＣＥＯ」１１２噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q2058,モメタゾン点鼻液５０μｇ「ＪＧ」１１２噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q2066,モメタゾン点鼻液５０μｇ「タカタ」１１２噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q2074,モメタゾン点鼻液５０μｇ「トーワ」１１２噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q2082,モメタゾン点鼻液５０μｇ「ニットー」１１２噴霧用,
外用薬,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶／９ｍｇ１８ｇ１瓶,"加算1,2",例外コード,808.6,先発品はナゾネックス点鼻液５０μｇ１１２噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに変更）,1329710Q4026,モメタゾン点鼻液５０μｇ「ＭＹＬ」１１２噴霧用,
外用薬,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１キット／３ｍｇ６ｇ１瓶,"加算1,2",例外コード,459.7,先発品はアラミスト点鼻液２７．５μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに設定）,1329711Q1021,アラミスト点鼻液２７．５μｇ５６噴霧用,
外用薬,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１キット／３ｍｇ６ｇ１瓶,"加算1,2",例外コード,459.7,先発品はアラミスト点鼻液２７．５μｇ５６噴霧用（１回噴霧量と噴霧回数による代替のため例外コードに設定）,1329711Q1030,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「武田テバ」５６噴霧用,
